127	126
126	124
125	124
124	120
123	122
122	120
121	120
120	112
119	118
118	116
117	116
116	112
115	114
114	112
113	112
112	96
111	110
110	108
109	108
108	104
107	106
106	104
105	104
104	96
103	102
102	100
101	100
100	96
99	98
98	96
97	96
96	64
95	94
94	92
93	92
92	88
91	90
90	88
89	88
88	80
87	86
86	84
85	84
84	80
83	82
82	80
81	80
80	64
79	78
78	76
77	76
76	72
75	74
74	72
73	72
72	64
71	70
70	68
69	68
68	64
67	66
66	64
65	64
64	0
63	62
62	60
61	60
60	56
59	58
58	56
57	56
56	48
55	54
54	52
53	52
52	48
51	50
50	48
49	48
48	32
47	46
46	44
45	44
44	40
43	42
42	40
41	40
40	32
39	38
38	36
37	36
36	32
35	34
34	32
33	32
32	0
31	30
30	28
29	28
28	24
27	26
26	24
25	24
24	16
23	22
22	20
21	20
20	16
19	18
18	16
17	16
16	0
15	14
14	12
13	12
12	8
11	10
10	8
9	8
8	0
7	6
6	4
5	4
4	0
3	2
2	0
1	0
