255	0
254	254
253	252
252	252
251	248
250	250
249	248
248	248
247	240
246	246
245	244
244	244
243	240
242	242
241	240
240	240
239	224
238	238
237	236
236	236
235	232
234	234
233	232
232	232
231	224
230	230
229	228
228	228
227	224
226	226
225	224
224	224
223	192
222	222
221	220
220	220
219	216
218	218
217	216
216	216
215	208
214	214
213	212
212	212
211	208
210	210
209	208
208	208
207	192
206	206
205	204
204	204
203	200
202	202
201	200
200	200
199	192
198	198
197	196
196	196
195	192
194	194
193	192
192	192
191	128
190	190
189	188
188	188
187	184
186	186
185	184
184	184
183	176
182	182
181	180
180	180
179	176
178	178
177	176
176	176
175	160
174	174
173	172
172	172
171	168
170	170
169	168
168	168
167	160
166	166
165	164
164	164
163	160
162	162
161	160
160	160
159	128
158	158
157	156
156	156
155	152
154	154
153	152
152	152
151	144
150	150
149	148
148	148
147	144
146	146
145	144
144	144
143	128
142	142
141	140
140	140
139	136
138	138
137	136
136	136
135	128
134	134
133	132
132	132
131	128
130	130
129	128
128	128
127	0
126	126
125	124
124	124
123	120
122	122
121	120
120	120
119	112
118	118
117	116
116	116
115	112
114	114
113	112
112	112
111	96
110	110
109	108
108	108
107	104
106	106
105	104
104	104
103	96
102	102
101	100
100	100
99	96
98	98
97	96
96	96
95	64
94	94
93	92
92	92
91	88
90	90
89	88
88	88
87	80
86	86
85	84
84	84
83	80
82	82
81	80
80	80
79	64
78	78
77	76
76	76
75	72
74	74
73	72
72	72
71	64
70	70
69	68
68	68
67	64
66	66
65	64
64	64
63	0
62	62
61	60
60	60
59	56
58	58
57	56
56	56
55	48
54	54
53	52
52	52
51	48
50	50
49	48
48	48
47	32
46	46
45	44
44	44
43	40
42	42
41	40
40	40
39	32
38	38
37	36
36	36
35	32
34	34
33	32
32	32
31	0
30	30
29	28
28	28
27	24
26	26
25	24
24	24
23	16
22	22
21	20
20	20
19	16
18	18
17	16
16	16
15	0
14	14
13	12
12	12
11	8
10	10
9	8
8	8
7	0
6	6
5	4
4	4
3	0
2	2
1	0
