-127	-127	-127
-127	-126	-126
-127	-125	-126
-127	-124	-125
-127	-123	-125
-127	-122	-124
-127	-121	-124
-127	-120	-123
-127	-119	-123
-127	-118	-122
-127	-117	-122
-127	-116	-121
-127	-115	-121
-127	-114	-120
-127	-113	-120
-127	-112	-119
-127	-111	-119
-127	-110	-118
-127	-109	-118
-127	-108	-117
-127	-107	-117
-127	-106	-116
-127	-105	-116
-127	-104	-115
-127	-103	-115
-127	-102	-114
-127	-101	-114
-127	-100	-113
-127	-99	-113
-127	-98	-112
-127	-97	-112
-127	-96	-111
-127	-95	-111
-127	-94	-110
-127	-93	-110
-127	-92	-109
-127	-91	-109
-127	-90	-108
-127	-89	-108
-127	-88	-107
-127	-87	-107
-127	-86	-106
-127	-85	-106
-127	-84	-105
-127	-83	-105
-127	-82	-104
-127	-81	-104
-127	-80	-103
-127	-79	-103
-127	-78	-102
-127	-77	-102
-127	-76	-101
-127	-75	-101
-127	-74	-100
-127	-73	-100
-127	-72	-99
-127	-71	-99
-127	-70	-98
-127	-69	-98
-127	-68	-97
-127	-67	-97
-127	-66	-96
-127	-65	-96
-127	-64	-95
-127	-63	-95
-127	-62	-94
-127	-61	-94
-127	-60	-93
-127	-59	-93
-127	-58	-92
-127	-57	-92
-127	-56	-91
-127	-55	-91
-127	-54	-90
-127	-53	-90
-127	-52	-89
-127	-51	-89
-127	-50	-88
-127	-49	-88
-127	-48	-87
-127	-47	-87
-127	-46	-86
-127	-45	-86
-127	-44	-85
-127	-43	-85
-127	-42	-84
-127	-41	-84
-127	-40	-83
-127	-39	-83
-127	-38	-82
-127	-37	-82
-127	-36	-81
-127	-35	-81
-127	-34	-80
-127	-33	-80
-127	-32	-79
-127	-31	-79
-127	-30	-78
-127	-29	-78
-127	-28	-77
-127	-27	-77
-127	-26	-76
-127	-25	-76
-127	-24	-75
-127	-23	-75
-127	-22	-74
-127	-21	-74
-127	-20	-73
-127	-19	-73
-127	-18	-72
-127	-17	-72
-127	-16	-71
-127	-15	-71
-127	-14	-70
-127	-13	-70
-127	-12	-69
-127	-11	-69
-127	-10	-68
-127	-9	-68
-127	-8	-67
-127	-7	-67
-127	-6	-66
-127	-5	-66
-127	-4	-65
-127	-3	-65
-127	-2	-64
-127	-1	-64
-127	0	-63
-127	1	-63
-127	2	-62
-127	3	-62
-127	4	-61
-127	5	-61
-127	6	-60
-127	7	-60
-127	8	-59
-127	9	-59
-127	10	-58
-127	11	-58
-127	12	-57
-127	13	-57
-127	14	-56
-127	15	-56
-127	16	-55
-127	17	-55
-127	18	-54
-127	19	-54
-127	20	-53
-127	21	-53
-127	22	-52
-127	23	-52
-127	24	-51
-127	25	-51
-127	26	-50
-127	27	-50
-127	28	-49
-127	29	-49
-127	30	-48
-127	31	-48
-127	32	-47
-127	33	-47
-127	34	-46
-127	35	-46
-127	36	-45
-127	37	-45
-127	38	-44
-127	39	-44
-127	40	-43
-127	41	-43
-127	42	-42
-127	43	-42
-127	44	-41
-127	45	-41
-127	46	-40
-127	47	-40
-127	48	-39
-127	49	-39
-127	50	-38
-127	51	-38
-127	52	-37
-127	53	-37
-127	54	-36
-127	55	-36
-127	56	-35
-127	57	-35
-127	58	-34
-127	59	-34
-127	60	-33
-127	61	-33
-127	62	-32
-127	63	-32
