127	1
126	2
125	1
124	4
123	1
122	2
121	1
120	8
119	1
118	2
117	1
116	4
115	1
114	2
113	1
112	16
111	1
110	2
109	1
108	4
107	1
106	2
105	1
104	8
103	1
102	2
101	1
100	4
99	1
98	2
97	1
96	32
95	1
94	2
93	1
92	4
91	1
90	2
89	1
88	8
87	1
86	2
85	1
84	4
83	1
82	2
81	1
80	16
79	1
78	2
77	1
76	4
75	1
74	2
73	1
72	8
71	1
70	2
69	1
68	4
67	1
66	2
65	1
64	64
63	1
62	2
61	1
60	4
59	1
58	2
57	1
56	8
55	1
54	2
53	1
52	4
51	1
50	2
49	1
48	16
47	1
46	2
45	1
44	4
43	1
42	2
41	1
40	8
39	1
38	2
37	1
36	4
35	1
34	2
33	1
32	32
31	1
30	2
29	1
28	4
27	1
26	2
25	1
24	8
23	1
22	2
21	1
20	4
19	1
18	2
17	1
16	16
15	1
14	2
13	1
12	4
11	1
10	2
9	1
8	8
7	1
6	2
5	1
4	4
3	1
2	2
1	1
0	0
