127	0
126	1
125	0
124	3
123	0
122	1
121	0
120	7
119	0
118	1
117	0
116	3
115	0
114	1
113	0
112	15
111	0
110	1
109	0
108	3
107	0
106	1
105	0
104	7
103	0
102	1
101	0
100	3
99	0
98	1
97	0
96	31
95	0
94	1
93	0
92	3
91	0
90	1
89	0
88	7
87	0
86	1
85	0
84	3
83	0
82	1
81	0
80	15
79	0
78	1
77	0
76	3
75	0
74	1
73	0
72	7
71	0
70	1
69	0
68	3
67	0
66	1
65	0
64	63
63	0
62	1
61	0
60	3
59	0
58	1
57	0
56	7
55	0
54	1
53	0
52	3
51	0
50	1
49	0
48	15
47	0
46	1
45	0
44	3
43	0
42	1
41	0
40	7
39	0
38	1
37	0
36	3
35	0
34	1
33	0
32	31
31	0
30	1
29	0
28	3
27	0
26	1
25	0
24	7
23	0
22	1
21	0
20	3
19	0
18	1
17	0
16	15
15	0
14	1
13	0
12	3
11	0
10	1
9	0
8	7
7	0
6	1
5	0
4	3
3	0
2	1
1	0
