127	-128
126	1
125	2
124	1
123	4
122	1
121	2
120	1
119	8
118	1
117	2
116	1
115	4
114	1
113	2
112	1
111	16
110	1
109	2
108	1
107	4
106	1
105	2
104	1
103	8
102	1
101	2
100	1
99	4
98	1
97	2
96	1
95	32
94	1
93	2
92	1
91	4
90	1
89	2
88	1
87	8
86	1
85	2
84	1
83	4
82	1
81	2
80	1
79	16
78	1
77	2
76	1
75	4
74	1
73	2
72	1
71	8
70	1
69	2
68	1
67	4
66	1
65	2
64	1
63	64
62	1
61	2
60	1
59	4
58	1
57	2
56	1
55	8
54	1
53	2
52	1
51	4
50	1
49	2
48	1
47	16
46	1
45	2
44	1
43	4
42	1
41	2
40	1
39	8
38	1
37	2
36	1
35	4
34	1
33	2
32	1
31	32
30	1
29	2
28	1
27	4
26	1
25	2
24	1
23	8
22	1
21	2
20	1
19	4
18	1
17	2
16	1
15	16
14	1
13	2
12	1
11	4
10	1
9	2
8	1
7	8
6	1
5	2
4	1
3	4
2	1
1	2
